84	95
95	84
25	24
25	9
25	5
25	179
25	194
25	41
25	75
25	22
25	21
25	23
25	66
25	7
25	199
25	71
24	25
24	9
24	5
24	179
24	194
24	41
24	75
24	22
24	21
24	23
24	66
24	7
24	199
24	71
9	25
9	24
9	5
9	179
9	194
9	41
9	75
9	22
9	21
9	23
9	66
9	7
9	199
9	71
5	25
5	24
5	9
5	179
5	194
5	41
5	75
5	22
5	21
5	23
5	66
5	7
5	199
5	71
179	25
179	24
179	9
179	5
179	194
179	41
179	75
179	22
179	21
179	23
179	66
179	7
179	199
179	71
194	25
194	24
194	9
194	5
194	179
194	41
194	75
194	22
194	21
194	23
194	66
194	7
194	199
194	71
41	25
41	24
41	9
41	5
41	179
41	194
41	75
41	22
41	21
41	23
41	66
41	7
41	199
41	71
75	25
75	24
75	9
75	5
75	179
75	194
75	41
75	22
75	21
75	23
75	66
75	7
75	199
75	71
22	25
22	24
22	9
22	5
22	179
22	194
22	41
22	75
22	21
22	23
22	66
22	7
22	199
22	71
21	25
21	24
21	9
21	5
21	179
21	194
21	41
21	75
21	22
21	23
21	66
21	7
21	199
21	71
23	25
23	24
23	9
23	5
23	179
23	194
23	41
23	75
23	22
23	21
23	66
23	7
23	199
23	71
66	25
66	24
66	9
66	5
66	179
66	194
66	41
66	75
66	22
66	21
66	23
66	7
66	199
66	71
7	25
7	24
7	9
7	5
7	179
7	194
7	41
7	75
7	22
7	21
7	23
7	66
7	199
7	71
199	25
199	24
199	9
199	5
199	179
199	194
199	41
199	75
199	22
199	21
199	23
199	66
199	7
199	71
71	25
71	24
71	9
71	5
71	179
71	194
71	41
71	75
71	22
71	21
71	23
71	66
71	7
71	199
167	172
167	153
167	177
167	198
167	197
167	173
167	171
167	181
167	204
167	205
167	180
167	155
172	167
172	153
172	177
172	198
172	197
172	173
172	171
172	181
172	204
172	205
172	180
172	155
153	167
153	172
153	177
153	198
153	197
153	173
153	171
153	181
153	204
153	205
153	180
153	155
177	167
177	172
177	153
177	198
177	197
177	173
177	171
177	181
177	204
177	205
177	180
177	155
198	167
198	172
198	153
198	177
198	197
198	173
198	171
198	181
198	204
198	205
198	180
198	155
197	167
197	172
197	153
197	177
197	198
197	173
197	171
197	181
197	204
197	205
197	180
197	155
173	167
173	172
173	153
173	177
173	198
173	197
173	171
173	181
173	204
173	205
173	180
173	155
171	167
171	172
171	153
171	177
171	198
171	197
171	173
171	181
171	204
171	205
171	180
171	155
181	167
181	172
181	153
181	177
181	198
181	197
181	173
181	171
181	204
181	205
181	180
181	155
204	167
204	172
204	153
204	177
204	198
204	197
204	173
204	171
204	181
204	205
204	180
204	155
205	167
205	172
205	153
205	177
205	198
205	197
205	173
205	171
