4	96
4	6
4	220
96	4
96	6
96	220
6	4
6	96
6	220
220	4
220	96
220	6
97	104
97	112
97	119
97	127
97	132
104	97
104	112
104	119
104	127
104	132
112	97
112	104
112	119
112	127
112	132
119	97
119	104
119	112
119	127
119	132
127	97
127	104
127	112
127	119
127	132
132	97
132	104
132	112
132	119
132	127
134	227
134	228
227	134
227	228
228	134
228	227
3	230
3	118
230	3
230	118
118	3
118	230
146	226
226	146
12	19
12	65
12	14
12	15
12	17
12	18
12	87
12	162
12	185
19	12
19	65
19	14
19	15
19	17
19	18
19	87
19	162
19	185
65	12
65	19
65	14
65	15
65	17
65	18
65	87
65	162
65	185
14	12
14	19
14	65
14	15
14	17
14	18
14	87
14	162
14	185
15	12
15	19
15	65
15	14
15	17
15	18
15	87
15	162
15	185
17	12
17	19
17	65
17	14
17	15
17	18
17	87
17	162
17	185
18	12
18	19
18	65
18	14
18	15
18	17
18	87
18	162
18	185
87	12
87	19
87	65
87	14
87	15
87	17
87	18
87	162
87	185
162	12
162	19
162	65
162	14
162	15
162	17
162	18
162	87
162	185
185	12
185	19
185	65
185	14
185	15
185	17
185	18
185	87
185	162
168	152
168	188
168	190
168	195
168	200
168	201
152	168
152	188
152	190
152	195
152	200
152	201
188	168
188	152
188	190
188	195
188	200
188	201
190	168
190	152
190	188
190	195
190	200
190	201
195	168
195	152
195	188
195	190
195	200
195	201
200	168
200	152
200	188
200	190
200	195
200	201
201	168
201	152
201	188
201	190
201	195
201	200
189	98
189	183
189	187
98	189
98	183
98	187
183	189
183	98
183	187
187	189
187	98
187	183
8	10
8	73
8	140
8	81
8	160
8	129
8	163
8	54
8	55
8	82
8	90
8	165
10	8
10	73
10	140
10	81
10	160
10	129
10	163
10	54
10	55
10	82
10	90
10	165
73	8
73	10
73	140
73	81
73	160
73	129
73	163
73	54
73	55
73	82
73	90
73	165
140	8
140	10
140	73
140	81
140	160
140	129
140	163
140	54
140	55
140	82
140	90
140	165
81	8
81	10
81	73
81	140
81	160
81	129
81	163
81	54
81	55
81	82
81	90
81	165
160	8
160	10
160	73
160	140
160	81
160	129
160	163
160	54
160	55
160	82
160	90
160	165
129	8
129	10
129	73
129	140
129	81
129	160
129	163
129	54
129	55
129	82
129	90
129	165
163	8
163	10
163	73
163	140
163	81
163	160
163	129
163	54
163	55
163	82
163	90
163	165
54	8
54	10
54	73
54	140
54	81
54	160
54	129
54	163
54	55
54	82
54	90
54	165
55	8
55	10
55	73
55	140
55	81
55	160
55	129
55	163
55	54
55	82
55	90
55	165
82	8
82	10
82	73
82	140
82	81
82	160
82	129
82	163
82	54
82	55
82	90
82	165
90	8
90	10
90	73
90	140
90	81
90	160
90	129
90	163
90	54
90	55
90	82
90	165
165	8
165	10
165	73
165	140
165	81
165	160
165	129
165	163
165	54
165	55
165	82
165	90
158	161
158	156
158	157
158	154
158	166
158	164
161	158
161	156
161	157
161	154
161	166
161	164
156	158
156	161
156	157
156	154
156	166
156	164
157	158
157	161
157	156
157	154
157	166
157	164
154	158
154	161
154	156
154	157
154	166
154	164
166	158
166	161
166	156
166	157
166	154
166	164
164	158
164	161
164	156
164	157
164	154
164	166
116	94
116	122
116	80
116	121
116	110
116	106
116	114
116	144
116	109
116	125
116	115
116	117
116	123
116	101
116	126
116	130
116	111
94	116
94	122
94	80
94	121
94	110
94	106
94	114
94	144
94	109
94	125
94	115
94	117
94	123
94	101
94	126
94	130
94	111
122	116
122	94
122	80
122	121
122	110
122	106
122	114
122	144
122	109
122	125
122	115
122	117
122	123
122	101
122	126
122	130
122	111
80	116
80	94
80	122
80	121
80	110
80	106
80	114
80	144
80	109
80	125
80	115
80	117
80	123
80	101
80	126
80	130
80	111
121	116
121	94
